name,rank,first_year,last_year,first_version,last_version,status,confidence,change_type,proposal,resolves_to,destinations,note
Chorovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Chostevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chosvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Chounavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Christensenvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Chronisvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Chrysonvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Chrysovirus,genus,2005,2018,MSL23,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Chuhaivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Chungbukvirus,genus,2018,2018,MSL34,MSL34,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Chunghsingvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Churchovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Churkhuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Chuvivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Chymeravirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cicadellivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cihsnivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cilevirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Cimandefvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cimpunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cinchivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cinqassovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cintrevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cinunavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cinvestavvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Circovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cirilivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Citaivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Citataivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Citexvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Citiorivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Citlodavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Citricivirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Citrivirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Citrovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cjw1virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cjwunalikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Clampvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Classicovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Claudivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Clavavirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Clavevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Clavivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Clawzvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Clecrusatellite,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Clifovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Clitovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Clofavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Closterovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Clostunsatellite,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Clownvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Clufdovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Coatlandelriovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cobrasixvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Cocadviroid,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Coccolithovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cocosatellite,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Coetzeevirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Coeurvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Cofodevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Coguvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cohcovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cohrdavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cohrlevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Colecusatellite,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Coleviroid,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Colishivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Colneyvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Colossusvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Coltivirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Colunavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Commandariavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Comovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Comptovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Comptuvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Conareevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Condavirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Controvirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Coopervirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Copasivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Copernicusvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Copiparvovirus,genus,2013,2024,MSL28,MSL40,current,current,,,,,
Coprasatellite,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Coralvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Corgivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Coriovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Corndoglikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Corndogvirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Cornellvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cornievirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Coroavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Coronavirus,genus,2005,2008,MSL23,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Corticovirus,genus,2005,2023,MSL23,MSL39,renamed,exact,Renamed,2024.038B.Vinavirales_3nf_1mf_7ng_5ns_3ms.zip,Merivirus,Merivirus (100%),ICTV renamed Corticovirus to Merivirus by MSL40 (Renamed).
Corulvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Coruscantvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Corycianvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Coryciavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cosavirus,genus,2012,2024,MSL27,MSL40,current,current,,,,,
Cosmacovirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Cotavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Cotonvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Coughduvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Coventryvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cp1virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cp220likevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cp220virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cp51virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cp8unalikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cp8virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cr3virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Crabreovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Crahelivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Craquatrovirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Creshivirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Crifsvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Crinivirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cripavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Crocodylidpoxvirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Crohivirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Cronosvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cronusvirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Crustavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Cryspovirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Cuauhnahuacvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Cuauhtlivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Cubpivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cucumovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cuernavacavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cuevavirus,genus,2013,2024,MSL28,MSL40,current,current,,,,,
Cukevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Culicidavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Culivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cullenvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Culoivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cultervirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Cumbruovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cumpduvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Cunarovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cunavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Curdwovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Curiovirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Cursavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Curtovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cvm10virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cyamitesvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Cybitervirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Cyclitvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cyclophivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cyclovirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Cymopoleiavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cynoglossusvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Cypovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cyprinivirus,genus,2009,2021,MSL25,MSL37,renamed,exact,Renamed,2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip,Cyvirus,Cyvirus (100%),ICTV renamed Cyprinivirus to Cyvirus by MSL40 (Renamed).
Cystovirus,genus,2005,2023,MSL23,MSL39,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cytomegalovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Cytorhabdovirus,genus,2005,2023,MSL23,MSL39,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Cyvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
D3112likevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
D3112virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
D3likevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
D3virus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Daazvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dabirmavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Dabrowskivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Daemvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Daeravirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Dafengvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Dagavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Dagazvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dahmuivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dahmuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dalettorquevirus,genus,2020,2023,MSL36,MSL39,abolished,exact,Abolished,2024.009D.Anelloviridae_4ngen_70nsp.zip,,,ICTV records this taxon as abolished; no successor.
Daletvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dalianvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Dalvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Damravirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Danchavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Daniellevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Danipivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Daolivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Daphniairidovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dardanusvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Daredevilvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Darnbovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Darsivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Dazunavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Dcimvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Decadevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Decapodiridovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Dechshavirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Decurrovirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Deepoceanvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Deevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dehcevirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Dehgumevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Dehkhevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Delepalmivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Delepquintavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Delfunavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Delislevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Delmidovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Deltaarterivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Deltabaculovirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Deltacoronavirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Deltacystovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Deltaentomopoxvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Deltaflexivirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Deltahypovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Deltainfluenzavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Deltalipothrixvirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Deltanucleorhabdovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Deltanudivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Deltapapillomavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Deltapartitivirus,genus,2013,2024,MSL28,MSL40,current,current,,,,,
Deltapolyomavirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Deltaretrovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Deltasatellite,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Deltascleroulivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Deltatectivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Deltatorquevirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Deltavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Delusorvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Demapteravirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Demetevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Demiitzamnavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Demosthenesvirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Dendoorenvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Denevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Denfovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Denisevirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Densaugvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Densovirus,genus,2005,2012,MSL23,MSL27,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Denvervirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
